"plate0,A1",0.6
"plate0,B1",0.6
"plate0,C1",0.6
"plate0,D1",0.6
"plate0,E1",0.6
"plate0,F1",0.6
"plate0,G1",0.6
"plate0,H1",0.6
"plate0,A2",0.6
"plate0,B2",0.6
"plate0,C2",0.6
"plate0,D2",0.6
"plate0,E2",0.6
"plate0,F2",0.6
"plate0,G2",0.6
"plate0,H2",0.6
"plate0,A3",0.6
"plate0,B3",0.6
"plate0,C3",0.6
"plate0,D3",0.6
"plate0,E3",0.6
"plate0,F3",0.6
"plate0,G3",0.6
"plate0,H3",0.6
"plate0,A4",0.6
"plate0,B4",0.6
"plate0,C4",0.6
"plate0,D4",0.6
"plate0,E4",0.6
"plate0,F4",0.6
"plate0,G4",0.6
"plate0,H4",0.6
"plate0,A5",0.6
"plate0,B5",0.6
"plate0,C5",0.6
"plate0,D5",0.6
"plate0,E5",0.6
"plate0,F5",0.6
"plate0,G5",0.6
"plate0,H5",0.6
"plate0,A6",0.6
"plate0,B6",0.6
"plate0,C6",0.6
"plate0,D6",0.6
"plate0,E6",0.6
"plate0,F6",0.6
"plate0,G6",0.6
"plate0,H6",0.6
"plate0,A7",0.6
"plate0,B7",0.6
"plate0,C7",0.6
"plate0,D7",0.6
"plate0,E7",0.6
"plate0,F7",0.6
"plate0,G7",0.6
"plate0,H7",0.6
"plate0,A8",0.6
"plate0,B8",0.6
"plate0,C8",0.6
"plate0,D8",0.6
"plate0,E8",0.6
"plate0,F8",0.6
"plate0,G8",0.6
"plate0,H8",0.6
"plate0,A9",0.6
"plate0,B9",0.6
"plate0,C9",0.6
"plate0,D9",0.6
"plate0,E9",0.6
"plate0,F9",0.6
"plate0,G9",0.6
"plate0,H9",0.6
"plate0,A10",0.6
"plate0,B10",0.6
"plate0,C10",0.6
"plate0,D10",0.6
"plate0,E10",0.6
"plate0,F10",0.6
"plate0,G10",0.6
"plate0,H10",0.6
"plate0,A11",0.6
"plate0,B11",0.6
"plate0,C11",0.6
"plate0,D11",0.6
"plate0,E11",0.6
"plate0,F11",0.6
"plate0,G11",0.6
"plate0,H11",0.6
"plate0,A12",0.6
"plate0,B12",0.6
"plate0,C12",0.6
"plate0,D12",0.6
"plate0,E12",0.6
"plate0,F12",0.6
"plate0,G12",0.6
"plate0,H12",0.6
"plate1,A1",0.6
"plate1,B1",0.6
"plate1,C1",0.6
"plate1,D1",0.6
"plate1,E1",0.6
"plate1,F1",0.6
"plate1,G1",0.6
"plate1,H1",0.6
"plate1,A2",0.6
"plate1,B2",0.6
"plate1,C2",0.6
"plate1,D2",0.6
"plate1,E2",0.6
"plate1,F2",0.6
"plate1,G2",0.6
"plate1,H2",0.6
"plate1,A3",0.6
"plate1,B3",0.6
"plate1,C3",0.6
"plate1,D3",0.6
"plate1,E3",0.6
"plate1,F3",0.6
"plate1,G3",0.6
"plate1,H3",0.6
"plate1,A4",0.6
"plate1,B4",0.6
"plate1,C4",0.6
"plate1,D4",0.6
"plate1,E4",0.6
"plate1,F4",0.6
"plate1,G4",0.6
"plate1,H4",0.6
"plate1,A5",0.6
"plate1,B5",0.6
"plate1,C5",0.6
"plate1,D5",0.6
"plate1,E5",0.6
"plate1,F5",0.6
"plate1,G5",0.6
"plate1,H5",0.6
"plate1,A6",0.6
"plate1,B6",0.6
"plate1,C6",0.6
"plate1,D6",0.6
